function	size	time
lu	1	0.000002
solve	1	0.000001
lu	1	0.000001
solve	1	0.000001
lu	1	0.000001
solve	1	0.000001
lu	1	0.000001
solve	1	0.000001
lu	1	0.000001
solve	1	0.000001
lu	1	0.000001
solve	1	0.000001
lu	1	0.000001
solve	1	0.000001
lu	1	0.000001
solve	1	0.000001
lu	1	0.000001
solve	1	0.000001
lu	1	0.000001
solve	1	0.000001
lu	2	0.000001
solve	2	0.000001
lu	2	0.000001
solve	2	0.000001
lu	2	0.000001
solve	2	0.000001
lu	2	0.000001
solve	2	0.000001
lu	2	0.000001
solve	2	0.000001
lu	2	0.000001
solve	2	0.000001
lu	2	0.000001
solve	2	0.000001
lu	2	0.000001
solve	2	0.000001
lu	2	0.000001
solve	2	0.000001
lu	2	0.000001
solve	2	0.000001
lu	3	0.000001
solve	3	0.000002
lu	3	0.000001
solve	3	0.000001
lu	3	0.000001
solve	3	0.000001
lu	3	0.000001
solve	3	0.000001
lu	3	0.000001
solve	3	0.000001
lu	3	0.000001
solve	3	0.000001
lu	3	0.000001
solve	3	0.000001
lu	3	0.000001
solve	3	0.000001
lu	3	0.000001
solve	3	0.000001
lu	3	0.000001
solve	3	0.000001
lu	4	0.000002
solve	4	0.000001
lu	4	0.000001
solve	4	0.000002
lu	4	0.000001
solve	4	0.000001
lu	4	0.000001
solve	4	0.000001
lu	4	0.000001
solve	4	0.000001
lu	4	0.000002
solve	4	0.000001
lu	4	0.000001
solve	4	0.000001
lu	4	0.000001
solve	4	0.000001
lu	4	0.000002
solve	4	0.000001
lu	4	0.000001
solve	4	0.000001
lu	5	0.000001
solve	5	0.000001
lu	5	0.000001
solve	5	0.000001
lu	5	0.000001
solve	5	0.000002
lu	5	0.000001
solve	5	0.000001
lu	5	0.000001
solve	5	0.000001
lu	5	0.000001
solve	5	0.000001
lu	5	0.000001
solve	5	0.000001
lu	5	0.000002
solve	5	0.000001
lu	5	0.000001
solve	5	0.000001
lu	5	0.000001
solve	5	0.000001
lu	6	0.000004
solve	6	0.000003
lu	6	0.000003
solve	6	0.000003
lu	6	0.000003
solve	6	0.000003
lu	6	0.000003
solve	6	0.000003
lu	6	0.000004
solve	6	0.000003
lu	6	0.000004
solve	6	0.000003
lu	6	0.000003
solve	6	0.000003
lu	6	0.000003
solve	6	0.000004
lu	6	0.000003
solve	6	0.000004
lu	6	0.000003
solve	6	0.000003
lu	7	0.000002
solve	7	0.000001
lu	7	0.000002
solve	7	0.000001
lu	7	0.000002
solve	7	0.000002
lu	7	0.000002
solve	7	0.000002
lu	7	0.000002
solve	7	0.000001
lu	7	0.000002
solve	7	0.000001
lu	7	0.000002
solve	7	0.000002
lu	7	0.000002
solve	7	0.000001
lu	7	0.000002
solve	7	0.000002
lu	7	0.000002
solve	7	0.000001
lu	8	0.000002
solve	8	0.000001
lu	8	0.000002
solve	8	0.000002
lu	8	0.000002
solve	8	0.000002
lu	8	0.000002
solve	8	0.000002
lu	8	0.000002
solve	8	0.000001
lu	8	0.000002
solve	8	0.000001
lu	8	0.000002
solve	8	0.000002
lu	8	0.000002
solve	8	0.000001
lu	8	0.000002
solve	8	0.000001
lu	8	0.000002
solve	8	0.000001
lu	9	0.000005
solve	9	0.000002
lu	9	0.000005
solve	9	0.000002
lu	9	0.000002
solve	9	0.000003
lu	9	0.000002
solve	9	0.000003
lu	9	0.000003
solve	9	0.000003
lu	9	0.000002
solve	9	0.000004
lu	9	0.000003
solve	9	0.000004
lu	9	0.000003
solve	9	0.000004
lu	9	0.000003
solve	9	0.000003
lu	9	0.000003
solve	9	0.000002
lu	10	0.000005
solve	10	0.000002
lu	10	0.000004
solve	10	0.000003
lu	10	0.000003
solve	10	0.000002
lu	10	0.000002
solve	10	0.000002
lu	10	0.000005
solve	10	0.000002
lu	10	0.000005
solve	10	0.000001
lu	10	0.000003
solve	10	0.000002
lu	10	0.000005
solve	10	0.000001
lu	10	0.000005
solve	10	0.000002
lu	10	0.000005
solve	10	0.000001
lu	11	0.000004
solve	11	0.000001
lu	11	0.000005
solve	11	0.000002
lu	11	0.000005
solve	11	0.000002
lu	11	0.000005
solve	11	0.000002
lu	11	0.000005
solve	11	0.000002
lu	11	0.000005
solve	11	0.000002
lu	11	0.000005
solve	11	0.000002
lu	11	0.000005
solve	11	0.000002
lu	11	0.000005
solve	11	0.000002
lu	11	0.000005
solve	11	0.000002
lu	12	0.000005
solve	12	0.000002
lu	12	0.000005
solve	12	0.000002
lu	12	0.000005
solve	12	0.000001
lu	12	0.000005
solve	12	0.000002
lu	12	0.000005
solve	12	0.000002
lu	12	0.000003
solve	12	0.000002
lu	12	0.000005
solve	12	0.000002
lu	12	0.000006
solve	12	0.000002
lu	12	0.000005
solve	12	0.000002
lu	12	0.000005
solve	12	0.000001
lu	13	0.000004
solve	13	0.000002
lu	13	0.000006
solve	13	0.000002
lu	13	0.000004
solve	13	0.000002
lu	13	0.000005
solve	13	0.000002
lu	13	0.000005
solve	13	0.000002
lu	13	0.000005
solve	13	0.000002
lu	13	0.000005
solve	13	0.000002
lu	13	0.000005
solve	13	0.000002
lu	13	0.000005
solve	13	0.000002
lu	13	0.000005
solve	13	0.000001
lu	14	0.000006
solve	14	0.000001
lu	14	0.000007
solve	14	0.000002
lu	14	0.000010
solve	14	0.000001
lu	14	0.000008
solve	14	0.000001
lu	14	0.000005
solve	14	0.000002
lu	14	0.000006
solve	14	0.000002
lu	14	0.000006
solve	14	0.000002
lu	14	0.000006
solve	14	0.000004
lu	14	0.000007
solve	14	0.000002
lu	14	0.000006
solve	14	0.000002
lu	15	0.000007
solve	15	0.000002
lu	15	0.000008
solve	15	0.000003
lu	15	0.000007
solve	15	0.000002
lu	15	0.000007
solve	15	0.000002
lu	15	0.000007
solve	15	0.000002
lu	15	0.000007
solve	15	0.000002
lu	15	0.000007
solve	15	0.000002
lu	15	0.000007
solve	15	0.000002
lu	15	0.000006
solve	15	0.000002
lu	15	0.000007
solve	15	0.000002
lu	16	0.000008
solve	16	0.000002
lu	16	0.000008
solve	16	0.000002
lu	16	0.000008
solve	16	0.000002
lu	16	0.000008
solve	16	0.000002
lu	16	0.000008
solve	16	0.000002
lu	16	0.000008
solve	16	0.000002
lu	16	0.000008
solve	16	0.000002
lu	16	0.000008
solve	16	0.000002
lu	16	0.000008
solve	16	0.000002
lu	16	0.000008
solve	16	0.000002
lu	17	0.000009
solve	17	0.000005
lu	17	0.000009
solve	17	0.000004
lu	17	0.000009
solve	17	0.000003
lu	17	0.000009
solve	17	0.000003
lu	17	0.000009
solve	17	0.000002
lu	17	0.000009
solve	17	0.000003
lu	17	0.000009
solve	17	0.000002
lu	17	0.000009
solve	17	0.000002
lu	17	0.000009
solve	17	0.000002
lu	17	0.000009
solve	17	0.000002
lu	18	0.000010
solve	18	0.000005
lu	18	0.000010
solve	18	0.000005
lu	18	0.000010
solve	18	0.000005
lu	18	0.000010
solve	18	0.000005
lu	18	0.000010
solve	18	0.000005
lu	18	0.000010
solve	18	0.000002
lu	18	0.000010
solve	18	0.000004
lu	18	0.000011
solve	18	0.000004
lu	18	0.000011
solve	18	0.000005
lu	18	0.000010
solve	18	0.000002
lu	19	0.000012
solve	19	0.000005
lu	19	0.000012
solve	19	0.000005
lu	19	0.000011
solve	19	0.000005
lu	19	0.000012
solve	19	0.000005
lu	19	0.000012
solve	19	0.000005
lu	19	0.000012
solve	19	0.000005
lu	19	0.000012
solve	19	0.000005
lu	19	0.000012
solve	19	0.000005
lu	19	0.000012
solve	19	0.000005
lu	19	0.000012
solve	19	0.000005
lu	20	0.000013
solve	20	0.000005
lu	20	0.000014
solve	20	0.000005
lu	20	0.000014
solve	20	0.000005
lu	20	0.000014
solve	20	0.000005
lu	20	0.000013
solve	20	0.000005
lu	20	0.000014
solve	20	0.000005
lu	20	0.000014
solve	20	0.000005
lu	20	0.000013
solve	20	0.000005
lu	20	0.000014
solve	20	0.000005
lu	20	0.000013
solve	20	0.000004
lu	21	0.000015
solve	21	0.000004
lu	21	0.000016
solve	21	0.000004
lu	21	0.000016
solve	21	0.000005
lu	21	0.000016
solve	21	0.000004
lu	21	0.000016
solve	21	0.000004
lu	21	0.000016
solve	21	0.000005
lu	21	0.000027
solve	21	0.000005
lu	21	0.000016
solve	21	0.000005
lu	21	0.000015
solve	21	0.000004
lu	21	0.000015
solve	21	0.000005
lu	22	0.000017
solve	22	0.000005
lu	22	0.000018
solve	22	0.000005
lu	22	0.000018
solve	22	0.000005
lu	22	0.000018
solve	22	0.000004
lu	22	0.000018
solve	22	0.000005
lu	22	0.000017
solve	22	0.000005
lu	22	0.000017
solve	22	0.000005
lu	22	0.000017
solve	22	0.000005
lu	22	0.000017
solve	22	0.000004
lu	22	0.000017
solve	22	0.000005
lu	23	0.000020
solve	23	0.000005
lu	23	0.000020
solve	23	0.000005
lu	23	0.000020
solve	23	0.000005
lu	23	0.000020
solve	23	0.000005
lu	23	0.000018
solve	23	0.000004
lu	23	0.000021
solve	23	0.000003
lu	23	0.000020
solve	23	0.000005
lu	23	0.000020
solve	23	0.000005
lu	23	0.000020
solve	23	0.000005
lu	23	0.000020
solve	23	0.000005
lu	24	0.000023
solve	24	0.000003
lu	24	0.000022
solve	24	0.000005
lu	24	0.000022
solve	24	0.000005
lu	24	0.000023
solve	24	0.000005
lu	24	0.000022
solve	24	0.000005
lu	24	0.000022
solve	24	0.000005
lu	24	0.000022
solve	24	0.000005
lu	24	0.000022
solve	24	0.000004
lu	24	0.000022
solve	24	0.000005
lu	24	0.000022
solve	24	0.000005
lu	25	0.000025
solve	25	0.000005
lu	25	0.000025
solve	25	0.000005
lu	25	0.000025
solve	25	0.000005
lu	25	0.000025
solve	25	0.000005
lu	25	0.000025
solve	25	0.000005
lu	25	0.000025
solve	25	0.000005
lu	25	0.000025
solve	25	0.000005
lu	25	0.000025
solve	25	0.000005
lu	25	0.000025
solve	25	0.000005
lu	25	0.000025
solve	25	0.000005
lu	26	0.000027
solve	26	0.000005
lu	26	0.000028
solve	26	0.000005
lu	26	0.000028
solve	26	0.000005
lu	26	0.000028
solve	26	0.000004
lu	26	0.000041
solve	26	0.000003
lu	26	0.000028
solve	26	0.000005
lu	26	0.000028
solve	26	0.000004
lu	26	0.000028
solve	26	0.000005
lu	26	0.000028
solve	26	0.000005
lu	26	0.000028
solve	26	0.000005
lu	27	0.000037
solve	27	0.000005
lu	27	0.000037
solve	27	0.000005
lu	27	0.000037
solve	27	0.000005
lu	27	0.000036
solve	27	0.000005
lu	27	0.000037
solve	27	0.000004
lu	27	0.000031
solve	27	0.000005
lu	27	0.000037
solve	27	0.000005
lu	27	0.000037
solve	27	0.000005
lu	27	0.000037
solve	27	0.000005
lu	27	0.000037
solve	27	0.000005
lu	28	0.000039
solve	28	0.000005
lu	28	0.000039
solve	28	0.000005
lu	28	0.000039
solve	28	0.000005
lu	28	0.000039
solve	28	0.000005
lu	28	0.000039
solve	28	0.000005
lu	28	0.000039
solve	28	0.000005
lu	28	0.000039
solve	28	0.000005
lu	28	0.000038
solve	28	0.000005
lu	28	0.000039
solve	28	0.000005
lu	28	0.000052
solve	28	0.000008
lu	29	0.000042
solve	29	0.000005
lu	29	0.000042
solve	29	0.000005
lu	29	0.000042
solve	29	0.000004
lu	29	0.000042
solve	29	0.000005
lu	29	0.000042
solve	29	0.000004
lu	29	0.000043
solve	29	0.000005
lu	29	0.000042
solve	29	0.000005
lu	29	0.000042
solve	29	0.000005
lu	29	0.000042
solve	29	0.000005
lu	29	0.000042
solve	29	0.000005
lu	30	0.000046
solve	30	0.000004
lu	30	0.000046
solve	30	0.000005
lu	30	0.000046
solve	30	0.000005
lu	30	0.000046
solve	30	0.000005
lu	30	0.000046
solve	30	0.000004
lu	30	0.000047
solve	30	0.000005
lu	30	0.000046
solve	30	0.000005
lu	30	0.000046
solve	30	0.000005
lu	30	0.000046
solve	30	0.000005
lu	30	0.000046
solve	30	0.000004
lu	31	0.000051
solve	31	0.000005
lu	31	0.000050
solve	31	0.000005
lu	31	0.000051
solve	31	0.000005
lu	31	0.000050
solve	31	0.000005
lu	31	0.000051
solve	31	0.000005
lu	31	0.000050
solve	31	0.000005
lu	31	0.000051
solve	31	0.000005
lu	31	0.000051
solve	31	0.000005
lu	31	0.000051
solve	31	0.000005
lu	31	0.000051
solve	31	0.000005
lu	32	0.000054
solve	32	0.000005
lu	32	0.000055
solve	32	0.000005
lu	32	0.000055
solve	32	0.000005
lu	32	0.000054
solve	32	0.000005
lu	32	0.000054
solve	32	0.000005
lu	32	0.000055
solve	32	0.000005
lu	32	0.000055
solve	32	0.000005
lu	32	0.000055
solve	32	0.000005
lu	32	0.000055
solve	32	0.000005
lu	32	0.000055
solve	32	0.000005
lu	33	0.000059
solve	33	0.000005
lu	33	0.000059
solve	33	0.000005
lu	33	0.000059
solve	33	0.000005
lu	33	0.000054
solve	33	0.000004
lu	33	0.000073
solve	33	0.000005
lu	33	0.000059
solve	33	0.000005
lu	33	0.000059
solve	33	0.000005
lu	33	0.000056
solve	33	0.000005
lu	33	0.000059
solve	33	0.000005
lu	33	0.000059
solve	33	0.000005
lu	34	0.000065
solve	34	0.000006
lu	34	0.000065
solve	34	0.000005
lu	34	0.000065
solve	34	0.000006
lu	34	0.000060
solve	34	0.000004
lu	34	0.000060
solve	34	0.000006
lu	34	0.000061
solve	34	0.000006
lu	34	0.000061
solve	34	0.000006
lu	34	0.000065
solve	34	0.000005
lu	34	0.000061
solve	34	0.000006
lu	34	0.000062
solve	34	0.000006
lu	35	0.000067
solve	35	0.000006
lu	35	0.000067
solve	35	0.000006
lu	35	0.000066
solve	35	0.000007
lu	35	0.000066
solve	35	0.000006
lu	35	0.000070
solve	35	0.000006
lu	35	0.000071
solve	35	0.000006
lu	35	0.000067
solve	35	0.000006
lu	35	0.000071
solve	35	0.000006
lu	35	0.000067
solve	35	0.000007
lu	35	0.000067
solve	35	0.000006
lu	36	0.000072
solve	36	0.000006
lu	36	0.000076
solve	36	0.000006
lu	36	0.000076
solve	36	0.000006
lu	36	0.000075
solve	36	0.000006
lu	36	0.000074
solve	36	0.000006
lu	36	0.000075
solve	36	0.000006
lu	36	0.000072
solve	36	0.000006
lu	36	0.000071
solve	36	0.000006
lu	36	0.000076
solve	36	0.000006
lu	36	0.000076
solve	36	0.000006
lu	37	0.000082
solve	37	0.000006
lu	37	0.000082
solve	37	0.000006
lu	37	0.000082
solve	37	0.000006
lu	37	0.000082
solve	37	0.000006
lu	37	0.000077
solve	37	0.000006
lu	37	0.000076
solve	37	0.000006
lu	37	0.000082
solve	37	0.000006
lu	37	0.000082
solve	37	0.000006
lu	37	0.000082
solve	37	0.000006
lu	37	0.000082
solve	37	0.000006
lu	38	0.000088
solve	38	0.000006
lu	38	0.000088
solve	38	0.000007
lu	38	0.000088
solve	38	0.000007
lu	38	0.000088
solve	38	0.000006
lu	38	0.000087
solve	38	0.000006
lu	38	0.000088
solve	38	0.000006
lu	38	0.000088
solve	38	0.000006
lu	38	0.000087
solve	38	0.000008
lu	38	0.000100
solve	38	0.000007
lu	38	0.000089
solve	38	0.000007
lu	39	0.000096
solve	39	0.000007
lu	39	0.000096
solve	39	0.000008
lu	39	0.000096
solve	39	0.000007
lu	39	0.000097
solve	39	0.000007
lu	39	0.000096
solve	39	0.000007
lu	39	0.000096
solve	39	0.000007
lu	39	0.000104
solve	39	0.000007
lu	39	0.000097
solve	39	0.000007
lu	39	0.000096
solve	39	0.000007
lu	39	0.000096
solve	39	0.000006
lu	40	0.000103
solve	40	0.000007
lu	40	0.000103
solve	40	0.000007
lu	40	0.000100
solve	40	0.000007
lu	40	0.000099
solve	40	0.000007
lu	40	0.000099
solve	40	0.000008
lu	40	0.000099
solve	40	0.000008
lu	40	0.000103
solve	40	0.000007
lu	40	0.000103
solve	40	0.000007
lu	40	0.000103
solve	40	0.000007
lu	40	0.000103
solve	40	0.000007
lu	41	0.000105
solve	41	0.000007
lu	41	0.000104
solve	41	0.000007
lu	41	0.000105
solve	41	0.000007
lu	41	0.000104
solve	41	0.000008
lu	41	0.000109
solve	41	0.000008
lu	41	0.000105
solve	41	0.000007
lu	41	0.000104
solve	41	0.000007
lu	41	0.000105
solve	41	0.000007
lu	41	0.000106
solve	41	0.000008
lu	41	0.000143
solve	41	0.000007
lu	42	0.000117
solve	42	0.000008
lu	42	0.000117
solve	42	0.000008
lu	42	0.000117
solve	42	0.000007
lu	42	0.000117
solve	42	0.000008
lu	42	0.000117
solve	42	0.000008
lu	42	0.000113
solve	42	0.000007
lu	42	0.000117
solve	42	0.000008
lu	42	0.000117
solve	42	0.000007
lu	42	0.000117
solve	42	0.000008
lu	42	0.000121
solve	42	0.000008
lu	43	0.000120
solve	43	0.000006
lu	43	0.000125
solve	43	0.000008
lu	43	0.000125
solve	43	0.000010
lu	43	0.000125
solve	43	0.000008
lu	43	0.000125
solve	43	0.000008
lu	43	0.000125
solve	43	0.000008
lu	43	0.000125
solve	43	0.000008
lu	43	0.000121
solve	43	0.000008
lu	43	0.000125
solve	43	0.000008
lu	43	0.000135
solve	43	0.000009
lu	44	0.000133
solve	44	0.000008
lu	44	0.000133
solve	44	0.000008
lu	44	0.000133
solve	44	0.000008
lu	44	0.000133
solve	44	0.000008
lu	44	0.000133
solve	44	0.000008
lu	44	0.000133
solve	44	0.000008
lu	44	0.000133
solve	44	0.000008
lu	44	0.000133
solve	44	0.000008
lu	44	0.000133
solve	44	0.000008
lu	44	0.000133
solve	44	0.000008
lu	45	0.000142
solve	45	0.000009
lu	45	0.000137
solve	45	0.000009
lu	45	0.000137
solve	45	0.000009
lu	45	0.000138
solve	45	0.000010
lu	45	0.000145
solve	45	0.000012
lu	45	0.000172
solve	45	0.000015
lu	45	0.000260
solve	45	0.000008
lu	45	0.000137
solve	45	0.000008
lu	45	0.000138
solve	45	0.000010
lu	45	0.000138
solve	45	0.000009
lu	46	0.000145
solve	46	0.000009
lu	46	0.000146
solve	46	0.000008
lu	46	0.000150
solve	46	0.000009
lu	46	0.000150
solve	46	0.000009
lu	46	0.000145
solve	46	0.000010
lu	46	0.000150
solve	46	0.000009
lu	46	0.000150
solve	46	0.000009
lu	46	0.000146
solve	46	0.000009
lu	46	0.000146
solve	46	0.000009
lu	46	0.000281
solve	46	0.000010
lu	47	0.000167
solve	47	0.000009
lu	47	0.000170
solve	47	0.000009
lu	47	0.000192
solve	47	0.000010
lu	47	0.000165
solve	47	0.000009
lu	47	0.000169
solve	47	0.000009
lu	47	0.000169
solve	47	0.000009
lu	47	0.000170
solve	47	0.000009
lu	47	0.000169
solve	47	0.000009
lu	47	0.000170
solve	47	0.000009
lu	47	0.000170
solve	47	0.000010
lu	48	0.000209
solve	48	0.000010
lu	48	0.000218
solve	48	0.000010
lu	48	0.000196
solve	48	0.000010
lu	48	0.000180
solve	48	0.000009
lu	48	0.000180
solve	48	0.000010
lu	48	0.000176
solve	48	0.000011
lu	48	0.000200
solve	48	0.000010
lu	48	0.000180
solve	48	0.000009
lu	48	0.000180
solve	48	0.000010
lu	48	0.000181
solve	48	0.000010
lu	49	0.000188
solve	49	0.000010
lu	49	0.000191
solve	49	0.000010
lu	49	0.000190
solve	49	0.000010
lu	49	0.000191
solve	49	0.000010
lu	49	0.000191
solve	49	0.000010
lu	49	0.000191
solve	49	0.000010
lu	49	0.000191
solve	49	0.000010
lu	49	0.000191
solve	49	0.000010
lu	49	0.000191
solve	49	0.000010
lu	49	0.000187
solve	49	0.000010
lu	50	0.000208
solve	50	0.000010
lu	50	0.000203
solve	50	0.000010
lu	50	0.000202
solve	50	0.000010
lu	50	0.000202
solve	50	0.000010
lu	50	0.000202
solve	50	0.000010
lu	50	0.000202
solve	50	0.000010
lu	50	0.000202
solve	50	0.000010
lu	50	0.000203
solve	50	0.000010
lu	50	0.000202
solve	50	0.000010
lu	50	0.000201
solve	50	0.000010
lu	51	0.000210
solve	51	0.000010
lu	51	0.000210
solve	51	0.000010
lu	51	0.000249
solve	51	0.000010
lu	51	0.000211
solve	51	0.000010
lu	51	0.000211
solve	51	0.000010
lu	51	0.000211
solve	51	0.000010
lu	51	0.000211
solve	51	0.000011
lu	51	0.000211
solve	51	0.000010
lu	51	0.000211
solve	51	0.000010
lu	51	0.000211
solve	51	0.000010
lu	52	0.000223
solve	52	0.000011
lu	52	0.000223
solve	52	0.000012
lu	52	0.000226
solve	52	0.000011
lu	52	0.000227
solve	52	0.000011
lu	52	0.000250
solve	52	0.000011
lu	52	0.000223
solve	52	0.000011
lu	52	0.000223
solve	52	0.000011
lu	52	0.000222
solve	52	0.000011
lu	52	0.000219
solve	52	0.000011
lu	52	0.000218
solve	52	0.000011
lu	53	0.000235
solve	53	0.000011
lu	53	0.000238
solve	53	0.000011
lu	53	0.000240
solve	53	0.000011
lu	53	0.000463
solve	53	0.000012
lu	53	0.000241
solve	53	0.000011
lu	53	0.000250
solve	53	0.000012
lu	53	0.000243
solve	53	0.000011
lu	53	0.000244
solve	53	0.000011
lu	53	0.000244
solve	53	0.000011
lu	53	0.000244
solve	53	0.000011
lu	54	0.000259
solve	54	0.000012
lu	54	0.000254
solve	54	0.000011
lu	54	0.000253
solve	54	0.000012
lu	54	0.000253
solve	54	0.000012
lu	54	0.000253
solve	54	0.000011
lu	54	0.000273
solve	54	0.000011
lu	54	0.000252
solve	54	0.000012
lu	54	0.000254
solve	54	0.000011
lu	54	0.000253
solve	54	0.000012
lu	54	0.000253
solve	54	0.000011
lu	55	0.000267
solve	55	0.000012
lu	55	0.000265
solve	55	0.000012
lu	55	0.000269
solve	55	0.000012
lu	55	0.000267
solve	55	0.000013
lu	55	0.000263
solve	55	0.000012
lu	55	0.000278
solve	55	0.000014
lu	55	0.000267
solve	55	0.000012
lu	55	0.000268
solve	55	0.000012
lu	55	0.000268
solve	55	0.000012
lu	55	0.000267
solve	55	0.000012
lu	56	0.000283
solve	56	0.000012
lu	56	0.000283
solve	56	0.000013
lu	56	0.000283
solve	56	0.000013
lu	56	0.000283
solve	56	0.000012
lu	56	0.000283
solve	56	0.000012
lu	56	0.000294
solve	56	0.000013
lu	56	0.000281
solve	56	0.000012
lu	56	0.000282
solve	56	0.000013
lu	56	0.000282
solve	56	0.000012
lu	56	0.000283
solve	56	0.000013
lu	57	0.000298
solve	57	0.000013
lu	57	0.000293
solve	57	0.000012
lu	57	0.000292
solve	57	0.000013
lu	57	0.000297
solve	57	0.000013
lu	57	0.000327
solve	57	0.000013
lu	57	0.000298
solve	57	0.000012
lu	57	0.000296
solve	57	0.000013
lu	57	0.000297
solve	57	0.000013
lu	57	0.000298
solve	57	0.000013
lu	57	0.000297
solve	57	0.000013
lu	58	0.000313
solve	58	0.000013
lu	58	0.000318
solve	58	0.000013
lu	58	0.000313
solve	58	0.000013
lu	58	0.000330
solve	58	0.000013
lu	58	0.000313
solve	58	0.000013
lu	58	0.000313
solve	58	0.000013
lu	58	0.000313
solve	58	0.000012
lu	58	0.000314
solve	58	0.000013
lu	58	0.000314
solve	58	0.000013
lu	58	0.000312
solve	58	0.000013
lu	59	0.000328
solve	59	0.000014
lu	59	0.000350
solve	59	0.000014
lu	59	0.000324
solve	59	0.000013
lu	59	0.000329
solve	59	0.000014
lu	59	0.000328
solve	59	0.000013
lu	59	0.000328
solve	59	0.000013
lu	59	0.000327
solve	59	0.000013
lu	59	0.000328
solve	59	0.000013
lu	59	0.000328
solve	59	0.000013
lu	59	0.000350
solve	59	0.000014
lu	60	0.000345
solve	60	0.000014
lu	60	0.000345
solve	60	0.000014
lu	60	0.000341
solve	60	0.000015
lu	60	0.000345
solve	60	0.000014
lu	60	0.000345
solve	60	0.000014
lu	60	0.000346
solve	60	0.000014
lu	60	0.000346
solve	60	0.000014
lu	60	0.000366
solve	60	0.000014
lu	60	0.000345
solve	60	0.000014
lu	60	0.000342
solve	60	0.000014
lu	61	0.000361
solve	61	0.000014
lu	61	0.000361
solve	61	0.000014
lu	61	0.000363
solve	61	0.000014
lu	61	0.000365
solve	61	0.000014
lu	61	0.000361
solve	61	0.000015
lu	61	0.000361
solve	61	0.000015
lu	61	0.000362
solve	61	0.000014
lu	61	0.000364
solve	61	0.000014
lu	61	0.000363
solve	61	0.000014
lu	61	0.000365
solve	61	0.000014
lu	62	0.000381
solve	62	0.000015
lu	62	0.000382
solve	62	0.000063
lu	62	0.000414
solve	62	0.000015
lu	62	0.000386
solve	62	0.000015
lu	62	0.000381
solve	62	0.000015
lu	62	0.000380
solve	62	0.000015
lu	62	0.000387
solve	62	0.000015
lu	62	0.000385
solve	62	0.000015
lu	62	0.000387
solve	62	0.000015
lu	62	0.000402
solve	62	0.000015
lu	63	0.000394
solve	63	0.000015
lu	63	0.000400
solve	63	0.000015
lu	63	0.000400
solve	63	0.000015
lu	63	0.000397
solve	63	0.000015
lu	63	0.000399
solve	63	0.000015
lu	63	0.000396
solve	63	0.000017
lu	63	0.000422
solve	63	0.000015
lu	63	0.000398
solve	63	0.000015
lu	63	0.000399
solve	63	0.000015
lu	63	0.000398
solve	63	0.000015
lu	64	0.000418
solve	64	0.000015
lu	64	0.000418
solve	64	0.000016
lu	64	0.000427
solve	64	0.000015
lu	64	0.000412
solve	64	0.000017
lu	64	0.000417
solve	64	0.000015
lu	64	0.000417
solve	64	0.000016
lu	64	0.000417
solve	64	0.000015
lu	64	0.000416
solve	64	0.000016
lu	64	0.000417
solve	64	0.000016
lu	64	0.000446
solve	64	0.000016
lu	65	0.000437
solve	65	0.000016
lu	65	0.000436
solve	65	0.000015
lu	65	0.000439
solve	65	0.000016
lu	65	0.000438
solve	65	0.000016
lu	65	0.000437
solve	65	0.000016
lu	65	0.000457
solve	65	0.000016
lu	65	0.000432
solve	65	0.000016
lu	65	0.000437
solve	65	0.000016
lu	65	0.000440
solve	65	0.000016
lu	65	0.000435
solve	65	0.000016
lu	66	0.000457
solve	66	0.000017
lu	66	0.000468
solve	66	0.000017
lu	66	0.000458
solve	66	0.000017
lu	66	0.000456
solve	66	0.000016
lu	66	0.000463
solve	66	0.000017
lu	66	0.000455
solve	66	0.000016
lu	66	0.000458
solve	66	0.000016
lu	66	0.000477
solve	66	0.000016
lu	66	0.000459
solve	66	0.000016
lu	66	0.000456
solve	66	0.000016
lu	67	0.000480
solve	67	0.000017
lu	67	0.000481
solve	67	0.000016
lu	67	0.000479
solve	67	0.000017
lu	67	0.000499
solve	67	0.000016
lu	67	0.000477
solve	67	0.000017
lu	67	0.000478
solve	67	0.000017
lu	67	0.000480
solve	67	0.000016
lu	67	0.000482
solve	67	0.000017
lu	67	0.000479
solve	67	0.000017
lu	67	0.000503
solve	67	0.000017
lu	68	0.000500
solve	68	0.000017
lu	68	0.000496
solve	68	0.000017
lu	68	0.000499
solve	68	0.000017
lu	68	0.000502
solve	68	0.000017
lu	68	0.000510
solve	68	0.000021
lu	68	0.000498
solve	68	0.000017
lu	68	0.000500
solve	68	0.000018
lu	68	0.000500
solve	68	0.000018
lu	68	0.000502
solve	68	0.000017
lu	68	0.000499
solve	68	0.000017
lu	69	0.000543
solve	69	0.000018
lu	69	0.000522
solve	69	0.000018
lu	69	0.000532
solve	69	0.000017
lu	69	0.000525
solve	69	0.000019
lu	69	0.000527
solve	69	0.000018
lu	69	0.000539
solve	69	0.000018
lu	69	0.000525
solve	69	0.000018
lu	69	0.000525
solve	69	0.000018
lu	69	0.000523
solve	69	0.000018
lu	69	0.000523
solve	69	0.000018
lu	70	0.000547
solve	70	0.000033
lu	70	0.000539
solve	70	0.000018
lu	70	0.000551
solve	70	0.000018
lu	70	0.000546
solve	70	0.000018
lu	70	0.000548
solve	70	0.000019
lu	70	0.000546
solve	70	0.000018
lu	70	0.000547
solve	70	0.000018
lu	70	0.000544
solve	70	0.000018
lu	70	0.000543
solve	70	0.000018
lu	70	0.000542
